participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.real_world_currency_per_point,session.config.participation_fee,clerpay_start.1.player.id_in_group,clerpay_start.1.player.role,clerpay_start.1.player.payoff,clerpay_start.1.group.id_in_subsession,clerpay_start.1.subsession.round_number,ego_consent.1.player.id_in_group,ego_consent.1.player.role,ego_consent.1.player.payoff,ego_consent.1.player.consent,ego_consent.1.group.id_in_subsession,ego_consent.1.subsession.round_number,ego_human.1.player.id_in_group,ego_human.1.player.role,ego_human.1.player.payoff,ego_human.1.player.llm_id,ego_human.1.player.treatment,ego_human.1.player.choice,ego_human.1.player.other_choice,ego_human.1.group.id_in_subsession,ego_human.1.subsession.round_number,ego_human.2.player.id_in_group,ego_human.2.player.role,ego_human.2.player.payoff,ego_human.2.player.llm_id,ego_human.2.player.treatment,ego_human.2.player.choice,ego_human.2.player.other_choice,ego_human.2.group.id_in_subsession,ego_human.2.subsession.round_number,ego_human.3.player.id_in_group,ego_human.3.player.role,ego_human.3.player.payoff,ego_human.3.player.llm_id,ego_human.3.player.treatment,ego_human.3.player.choice,ego_human.3.player.other_choice,ego_human.3.group.id_in_subsession,ego_human.3.subsession.round_number,ego_human.4.player.id_in_group,ego_human.4.player.role,ego_human.4.player.payoff,ego_human.4.player.llm_id,ego_human.4.player.treatment,ego_human.4.player.choice,ego_human.4.player.other_choice,ego_human.4.group.id_in_subsession,ego_human.4.subsession.round_number,ego_human.5.player.id_in_group,ego_human.5.player.role,ego_human.5.player.payoff,ego_human.5.player.llm_id,ego_human.5.player.treatment,ego_human.5.player.choice,ego_human.5.player.other_choice,ego_human.5.group.id_in_subsession,ego_human.5.subsession.round_number,ego_human.6.player.id_in_group,ego_human.6.player.role,ego_human.6.player.payoff,ego_human.6.player.llm_id,ego_human.6.player.treatment,ego_human.6.player.choice,ego_human.6.player.other_choice,ego_human.6.group.id_in_subsession,ego_human.6.subsession.round_number,ego_human.7.player.id_in_group,ego_human.7.player.role,ego_human.7.player.payoff,ego_human.7.player.llm_id,ego_human.7.player.treatment,ego_human.7.player.choice,ego_human.7.player.other_choice,ego_human.7.group.id_in_subsession,ego_human.7.subsession.round_number,ego_human.8.player.id_in_group,ego_human.8.player.role,ego_human.8.player.payoff,ego_human.8.player.llm_id,ego_human.8.player.treatment,ego_human.8.player.choice,ego_human.8.player.other_choice,ego_human.8.group.id_in_subsession,ego_human.8.subsession.round_number,ego_human.9.player.id_in_group,ego_human.9.player.role,ego_human.9.player.payoff,ego_human.9.player.llm_id,ego_human.9.player.treatment,ego_human.9.player.choice,ego_human.9.player.other_choice,ego_human.9.group.id_in_subsession,ego_human.9.subsession.round_number,ego_human.10.player.id_in_group,ego_human.10.player.role,ego_human.10.player.payoff,ego_human.10.player.llm_id,ego_human.10.player.treatment,ego_human.10.player.choice,ego_human.10.player.other_choice,ego_human.10.group.id_in_subsession,ego_human.10.subsession.round_number,clerpay_end.1.player.id_in_group,clerpay_end.1.player.role,clerpay_end.1.player.payoff,clerpay_end.1.player.ok,clerpay_end.1.player.code,clerpay_end.1.group.id_in_subsession,clerpay_end.1.subsession.round_number
21,ctzl89an,LREv3P,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:03:59.088058,1,,,172.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,21,,0.0,1,1,21,,0.0,1,1,1,21,,28.0,27409c74-8ebc-4ae6-9115-a7f389564e27,3,2,1,1,1,21,,8.0,,3,2,2,1,2,21,,28.0,,3,2,1,1,3,21,,0.0,,3,1,2,1,4,21,,28.0,,3,2,1,1,5,21,,8.0,,3,2,2,1,6,21,,28.0,,3,2,1,1,7,21,,8.0,,3,2,2,1,8,21,,28.0,,3,2,1,1,9,21,,8.0,,3,2,2,1,10,21,,0.0,1,,1,1
22,6v1qor38,euHNx8,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:04:09.591903,1,,,208.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,22,,0.0,1,1,22,,0.0,1,1,1,22,,20.0,a988347e-2fdb-4099-bb25-5537073525a8,3,1,1,1,1,22,,20.0,,3,1,1,1,2,22,,20.0,,3,1,1,1,3,22,,20.0,,3,1,1,1,4,22,,20.0,,3,1,1,1,5,22,,20.0,,3,1,1,1,6,22,,20.0,,3,1,1,1,7,22,,20.0,,3,1,1,1,8,22,,20.0,,3,1,1,1,9,22,,28.0,,3,2,1,1,10,22,,0.0,1,,1,1
23,lk4744p4,1r15MJ,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:04:20.159268,1,,,140.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,23,,0.0,1,1,23,,0.0,1,1,1,23,,20.0,ceab7984-aae6-4565-bca3-1b002027074c,3,1,1,1,1,23,,20.0,,3,1,1,1,2,23,,20.0,,3,1,1,1,3,23,,20.0,,3,1,1,1,4,23,,28.0,,3,2,1,1,5,23,,0.0,,3,1,2,1,6,23,,8.0,,3,2,2,1,7,23,,8.0,,3,2,2,1,8,23,,8.0,,3,2,2,1,9,23,,8.0,,3,2,2,1,10,23,,0.0,1,,1,1
24,k34jutuz,AFLxD8,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:04:21.961001,1,,,164.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,24,,0.0,1,1,24,,0.0,1,1,1,24,,20.0,bffdb98b-ac15-4d1f-b150-1c917223510a,3,1,1,1,1,24,,28.0,,3,2,1,1,2,24,,0.0,,3,1,2,1,3,24,,8.0,,3,2,2,1,4,24,,28.0,,3,2,1,1,5,24,,8.0,,3,2,2,1,6,24,,28.0,,3,2,1,1,7,24,,8.0,,3,2,2,1,8,24,,28.0,,3,2,1,1,9,24,,8.0,,3,2,2,1,10,24,,0.0,1,,1,1
25,j1i8rb4y,XYlYGP,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:04:40.988837,1,,,200.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,25,,0.0,1,1,25,,0.0,1,1,1,25,,20.0,0a808fdd-31ac-4380-8f0a-f047ee36f27f,1,1,1,1,1,25,,20.0,,1,1,1,1,2,25,,20.0,,1,1,1,1,3,25,,20.0,,1,1,1,1,4,25,,20.0,,1,1,1,1,5,25,,20.0,,1,1,1,1,6,25,,20.0,,1,1,1,1,7,25,,20.0,,1,1,1,1,8,25,,20.0,,1,1,1,1,9,25,,20.0,,1,1,1,1,10,25,,0.0,1,,1,1
26,mg430rw4,FVcxfB,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:04:46.403496,1,,,172.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,26,,0.0,1,1,26,,0.0,1,1,1,26,,28.0,b26d3c64-4eaa-43a7-9e8a-b628432b2cbe,3,2,1,1,1,26,,8.0,,3,2,2,1,2,26,,28.0,,3,2,1,1,3,26,,8.0,,3,2,2,1,4,26,,28.0,,3,2,1,1,5,26,,8.0,,3,2,2,1,6,26,,28.0,,3,2,1,1,7,26,,0.0,,3,1,2,1,8,26,,28.0,,3,2,1,1,9,26,,8.0,,3,2,2,1,10,26,,0.0,1,,1,1
27,290zawdc,neBwNZ,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:05:22.713574,1,,,132.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,27,,0.0,1,1,27,,0.0,1,1,1,27,,28.0,aedba877-1428-4a9e-9891-a129fa8c6f85,3,2,1,1,1,27,,0.0,,3,1,2,1,2,27,,8.0,,3,2,2,1,3,27,,28.0,,3,2,1,1,4,27,,8.0,,3,2,2,1,5,27,,8.0,,3,2,2,1,6,27,,8.0,,3,2,2,1,7,27,,28.0,,3,2,1,1,8,27,,8.0,,3,2,2,1,9,27,,8.0,,3,2,2,1,10,27,,0.0,1,,1,1
28,qt7rnidw,1JB1EV,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:05:33.624799,1,,,216.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,28,,0.0,1,1,28,,0.0,1,1,1,28,,20.0,cdbaec6b-51fa-4086-8e0a-1a33a08a31b7,3,1,1,1,1,28,,20.0,,3,1,1,1,2,28,,20.0,,3,1,1,1,3,28,,20.0,,3,1,1,1,4,28,,20.0,,3,1,1,1,5,28,,20.0,,3,1,1,1,6,28,,20.0,,3,1,1,1,7,28,,20.0,,3,1,1,1,8,28,,28.0,,3,2,1,1,9,28,,28.0,,3,2,1,1,10,28,,0.0,1,,1,1
29,w5yct9br,xD0BLk,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:06:46.064815,1,,,92.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,29,,0.0,1,1,29,,0.0,1,1,1,29,,28.0,f03881e3-5647-4012-84bd-31db31bb89ab,1,2,1,1,1,29,,0.0,,1,1,2,1,2,29,,8.0,,1,2,2,1,3,29,,8.0,,1,2,2,1,4,29,,8.0,,1,2,2,1,5,29,,8.0,,1,2,2,1,6,29,,8.0,,1,2,2,1,7,29,,8.0,,1,2,2,1,8,29,,8.0,,1,2,2,1,9,29,,8.0,,1,2,2,1,10,29,,0.0,1,,1,1
30,vmxu4s7k,usa7gn,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:06:58.700507,1,,,208.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,30,,0.0,1,1,30,,0.0,1,1,1,30,,20.0,b8509731-6516-423b-bb99-850699f27a78,4,1,1,1,1,30,,20.0,,4,1,1,1,2,30,,20.0,,4,1,1,1,3,30,,20.0,,4,1,1,1,4,30,,20.0,,4,1,1,1,5,30,,20.0,,4,1,1,1,6,30,,20.0,,4,1,1,1,7,30,,20.0,,4,1,1,1,8,30,,20.0,,4,1,1,1,9,30,,28.0,,4,2,1,1,10,30,,0.0,1,,1,1
31,p9racuxo,DUBsdy,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:07:13.123975,1,,,200.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,31,,0.0,1,1,31,,0.0,1,1,1,31,,20.0,41242784-f5f6-4749-b206-62244f29456a,3,1,1,1,1,31,,20.0,,3,1,1,1,2,31,,20.0,,3,1,1,1,3,31,,20.0,,3,1,1,1,4,31,,20.0,,3,1,1,1,5,31,,20.0,,3,1,1,1,6,31,,20.0,,3,1,1,1,7,31,,20.0,,3,1,1,1,8,31,,20.0,,3,1,1,1,9,31,,20.0,,3,1,1,1,10,31,,0.0,1,,1,1
32,bmiu40qk,eB3vVU,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:07:28.741501,1,,,112.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,32,,0.0,1,1,32,,0.0,1,1,1,32,,28.0,be043137-596a-4103-8f57-665a85191ab6,1,2,1,1,1,32,,0.0,,1,1,2,1,2,32,,8.0,,1,2,2,1,3,32,,28.0,,1,2,1,1,4,32,,8.0,,1,2,2,1,5,32,,8.0,,1,2,2,1,6,32,,8.0,,1,2,2,1,7,32,,8.0,,1,2,2,1,8,32,,8.0,,1,2,2,1,9,32,,8.0,,1,2,2,1,10,32,,0.0,1,,1,1
33,g6xvzdnj,Fc6Zro,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:07:36.396431,1,,,176.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,33,,0.0,1,1,33,,0.0,1,1,1,33,,20.0,365efcdc-ccfa-4e5a-a95b-ee08f0cdc054,3,1,1,1,1,33,,20.0,,3,1,1,1,2,33,,20.0,,3,1,1,1,3,33,,28.0,,3,2,1,1,4,33,,0.0,,3,1,2,1,5,33,,8.0,,3,2,2,1,6,33,,20.0,,3,1,1,1,7,33,,20.0,,3,1,1,1,8,33,,20.0,,3,1,1,1,9,33,,20.0,,3,1,1,1,10,33,,0.0,1,,1,1
34,rnp73yp0,mXkFSy,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:07:55.115515,1,,,100.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,34,,0.0,1,1,34,,0.0,1,1,1,34,,28.0,f08251f9-b4a4-466c-b5fa-1502456e1433,4,2,1,1,1,34,,8.0,,4,2,2,1,2,34,,8.0,,4,2,2,1,3,34,,8.0,,4,2,2,1,4,34,,8.0,,4,2,2,1,5,34,,8.0,,4,2,2,1,6,34,,8.0,,4,2,2,1,7,34,,8.0,,4,2,2,1,8,34,,8.0,,4,2,2,1,9,34,,8.0,,4,2,2,1,10,34,,0.0,1,,1,1
35,932lxeuv,X2X42x,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:08:32.130193,1,,,164.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,35,,0.0,1,1,35,,0.0,1,1,1,35,,28.0,d80ab4a8-708a-41e0-9e01-b6dafa0e8e87,3,2,1,1,1,35,,0.0,,3,1,2,1,2,35,,8.0,,3,2,2,1,3,35,,20.0,,3,1,1,1,4,35,,8.0,,3,2,2,1,5,35,,28.0,,3,2,1,1,6,35,,8.0,,3,2,2,1,7,35,,28.0,,3,2,1,1,8,35,,8.0,,3,2,2,1,9,35,,28.0,,3,2,1,1,10,35,,0.0,1,,1,1
36,w86zw42a,K0UMKV,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:08:46.981446,1,,,104.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,36,,0.0,1,1,36,,0.0,1,1,1,36,,20.0,8d6800db-6b69-40fd-b5e2-430cf80e9f84,3,1,1,1,1,36,,28.0,,3,2,1,1,2,36,,8.0,,3,2,2,1,3,36,,0.0,,3,1,2,1,4,36,,8.0,,3,2,2,1,5,36,,8.0,,3,2,2,1,6,36,,8.0,,3,2,2,1,7,36,,8.0,,3,2,2,1,8,36,,8.0,,3,2,2,1,9,36,,8.0,,3,2,2,1,10,36,,0.0,1,,1,1
37,vxtu6kkk,xdIED3,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:10:02.523862,1,,,208.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,37,,0.0,1,1,37,,0.0,1,1,1,37,,20.0,7ab14a63-f9e1-4ae5-a81a-2de95847d8b9,1,1,1,1,1,37,,20.0,,1,1,1,1,2,37,,20.0,,1,1,1,1,3,37,,20.0,,1,1,1,1,4,37,,20.0,,1,1,1,1,5,37,,20.0,,1,1,1,1,6,37,,20.0,,1,1,1,1,7,37,,20.0,,1,1,1,1,8,37,,20.0,,1,1,1,1,9,37,,28.0,,1,2,1,1,10,37,,0.0,1,,1,1
38,nj9o4ab5,qtvLNN,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:11:14.731848,1,,,208.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,38,,0.0,1,1,38,,0.0,1,1,1,38,,20.0,aad07bdb-488f-49b2-ab87-c9977a303644,4,1,1,1,1,38,,20.0,,4,1,1,1,2,38,,20.0,,4,1,1,1,3,38,,20.0,,4,1,1,1,4,38,,20.0,,4,1,1,1,5,38,,20.0,,4,1,1,1,6,38,,20.0,,4,1,1,1,7,38,,20.0,,4,1,1,1,8,38,,20.0,,4,1,1,1,9,38,,28.0,,4,2,1,1,10,38,,0.0,1,,1,1
39,elk64ak0,rUWYlu,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:11:39.040818,1,,,148.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,39,,0.0,1,1,39,,0.0,1,1,1,39,,28.0,94eb9855-39d2-433b-b3c8-032e98eba7e4,1,2,1,1,1,39,,8.0,,1,2,2,1,2,39,,0.0,,1,1,2,1,3,39,,28.0,,1,2,1,1,4,39,,0.0,,1,1,2,1,5,39,,28.0,,1,2,1,1,6,39,,0.0,,1,1,2,1,7,39,,28.0,,1,2,1,1,8,39,,0.0,,1,1,2,1,9,39,,28.0,,1,2,1,1,10,39,,0.0,1,,1,1
40,64a0ulhh,vtzhi5,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:11:44.566739,1,,,200.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,40,,0.0,1,1,40,,0.0,1,1,1,40,,20.0,aa308a66-7699-4fda-a4cf-e2a49836e2b9,3,1,1,1,1,40,,20.0,,3,1,1,1,2,40,,20.0,,3,1,1,1,3,40,,20.0,,3,1,1,1,4,40,,20.0,,3,1,1,1,5,40,,20.0,,3,1,1,1,6,40,,20.0,,3,1,1,1,7,40,,20.0,,3,1,1,1,8,40,,20.0,,3,1,1,1,9,40,,20.0,,3,1,1,1,10,40,,0.0,1,,1,1
41,ui18uofc,Jwz3yu,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:12:57.831683,1,,,116.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,41,,0.0,1,1,41,,0.0,1,1,1,41,,20.0,4be5a861-f680-4b04-a075-1baf4cb3ea98,3,1,1,1,1,41,,20.0,,3,1,1,1,2,41,,28.0,,3,2,1,1,3,41,,0.0,,3,1,2,1,4,41,,8.0,,3,2,2,1,5,41,,8.0,,3,2,2,1,6,41,,8.0,,3,2,2,1,7,41,,8.0,,3,2,2,1,8,41,,8.0,,3,2,2,1,9,41,,8.0,,3,2,2,1,10,41,,0.0,1,,1,1
42,vyr0122d,O7d9a9,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:13:16.344023,1,,,208.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,42,,0.0,1,1,42,,0.0,1,1,1,42,,20.0,f9fe21cf-f93d-4929-92b7-9e58f343cceb,4,1,1,1,1,42,,20.0,,4,1,1,1,2,42,,20.0,,4,1,1,1,3,42,,20.0,,4,1,1,1,4,42,,20.0,,4,1,1,1,5,42,,20.0,,4,1,1,1,6,42,,20.0,,4,1,1,1,7,42,,20.0,,4,1,1,1,8,42,,20.0,,4,1,1,1,9,42,,28.0,,4,2,1,1,10,42,,0.0,1,,1,1
43,4blsydo0,SXC497,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:14:10.850538,1,,,92.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,43,,0.0,1,1,43,,0.0,1,1,1,43,,28.0,8f5530fb-184f-4c96-bdc0-08847ea43904,1,2,1,1,1,43,,0.0,,1,1,2,1,2,43,,8.0,,1,2,2,1,3,43,,8.0,,1,2,2,1,4,43,,8.0,,1,2,2,1,5,43,,8.0,,1,2,2,1,6,43,,8.0,,1,2,2,1,7,43,,8.0,,1,2,2,1,8,43,,8.0,,1,2,2,1,9,43,,8.0,,1,2,2,1,10,43,,0.0,1,,1,1
44,gsbbua9e,kHjhgt,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:14:19.978051,1,,,208.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,44,,0.0,1,1,44,,0.0,1,1,1,44,,20.0,f5ee503a-8dc3-48a8-a063-1084497458ca,1,1,1,1,1,44,,20.0,,1,1,1,1,2,44,,20.0,,1,1,1,1,3,44,,20.0,,1,1,1,1,4,44,,20.0,,1,1,1,1,5,44,,20.0,,1,1,1,1,6,44,,20.0,,1,1,1,1,7,44,,20.0,,1,1,1,1,8,44,,20.0,,1,1,1,1,9,44,,28.0,,1,2,1,1,10,44,,0.0,1,,1,1
45,76f0hr8z,EibBtO,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:14:30.258474,1,,,196.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,45,,0.0,1,1,45,,0.0,1,1,1,45,,28.0,d7b16e85-c1f2-40fd-9fb4-41ac8976347d,3,2,1,1,1,45,,0.0,,3,1,2,1,2,45,,20.0,,3,1,1,1,3,45,,20.0,,3,1,1,1,4,45,,20.0,,3,1,1,1,5,45,,20.0,,3,1,1,1,6,45,,20.0,,3,1,1,1,7,45,,20.0,,3,1,1,1,8,45,,20.0,,3,1,1,1,9,45,,28.0,,3,2,1,1,10,45,,0.0,1,,1,1
46,hayq94e5,nnBNR4,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:14:36.026917,1,,,176.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,46,,0.0,1,1,46,,0.0,1,1,1,46,,28.0,93008502-fb1a-4dcf-a34e-d245ea117203,3,2,1,1,1,46,,8.0,,3,2,2,1,2,46,,20.0,,3,1,1,1,3,46,,28.0,,3,2,1,1,4,46,,0.0,,3,1,2,1,5,46,,8.0,,3,2,2,1,6,46,,28.0,,3,2,1,1,7,46,,8.0,,3,2,2,1,8,46,,20.0,,3,1,1,1,9,46,,28.0,,3,2,1,1,10,46,,0.0,1,,1,1
47,edt6ug1e,WcNktV,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:14:42.430444,1,,,128.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,47,,0.0,1,1,47,,0.0,1,1,1,47,,20.0,2afb6dea-ca93-4e5f-90a0-c4c735a87cf0,3,1,1,1,1,47,,20.0,,3,1,1,1,2,47,,20.0,,3,1,1,1,3,47,,28.0,,3,2,1,1,4,47,,8.0,,3,2,2,1,5,47,,0.0,,3,1,2,1,6,47,,8.0,,3,2,2,1,7,47,,8.0,,3,2,2,1,8,47,,8.0,,3,2,2,1,9,47,,8.0,,3,2,2,1,10,47,,0.0,1,,1,1
48,5s68z62w,kyoU90,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:17:10.928573,1,,,140.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,48,,0.0,1,1,48,,0.0,1,1,1,48,,20.0,dbc78482-00fe-4a1e-91dd-d1984d432138,4,1,1,1,1,48,,20.0,,4,1,1,1,2,48,,20.0,,4,1,1,1,3,48,,20.0,,4,1,1,1,4,48,,28.0,,4,2,1,1,5,48,,8.0,,4,2,2,1,6,48,,8.0,,4,2,2,1,7,48,,8.0,,4,2,2,1,8,48,,0.0,,4,1,2,1,9,48,,8.0,,4,2,2,1,10,48,,0.0,1,,1,1
49,c6hha3av,Wxwxet,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:17:17.796965,1,,,92.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,49,,0.0,1,1,49,,0.0,1,1,1,49,,28.0,deda0bcb-adee-4aa3-b714-589ec73580e7,3,2,1,1,1,49,,0.0,,3,1,2,1,2,49,,8.0,,3,2,2,1,3,49,,8.0,,3,2,2,1,4,49,,8.0,,3,2,2,1,5,49,,8.0,,3,2,2,1,6,49,,8.0,,3,2,2,1,7,49,,8.0,,3,2,2,1,8,49,,8.0,,3,2,2,1,9,49,,8.0,,3,2,2,1,10,49,,0.0,1,,1,1
50,rwa8uybt,qwAWsD,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:19:52.919918,1,,,84.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,50,,0.0,1,1,50,,0.0,1,1,1,50,,28.0,41b39efd-e559-4da5-b0d7-96841dbb0ad8,1,2,1,1,1,50,,8.0,,1,2,2,1,2,50,,0.0,,1,1,2,1,3,50,,0.0,,1,1,2,1,4,50,,8.0,,1,2,2,1,5,50,,8.0,,1,2,2,1,6,50,,8.0,,1,2,2,1,7,50,,8.0,,1,2,2,1,8,50,,8.0,,1,2,2,1,9,50,,8.0,,1,2,2,1,10,50,,0.0,1,,1,1
51,lbgtuce5,punU5k,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:21:08.946844,1,,,200.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,51,,0.0,1,1,51,,0.0,1,1,1,51,,20.0,94e4e6ad-0a03-4acc-9f1c-8a755c6a40bd,3,1,1,1,1,51,,20.0,,3,1,1,1,2,51,,20.0,,3,1,1,1,3,51,,20.0,,3,1,1,1,4,51,,20.0,,3,1,1,1,5,51,,20.0,,3,1,1,1,6,51,,20.0,,3,1,1,1,7,51,,20.0,,3,1,1,1,8,51,,20.0,,3,1,1,1,9,51,,20.0,,3,1,1,1,10,51,,0.0,1,,1,1
52,otigwe6r,DoHmDN,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:21:24.210134,1,,,92.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,52,,0.0,1,1,52,,0.0,1,1,1,52,,28.0,97207dbe-63fc-495c-880a-722c25ac4966,1,2,1,1,1,52,,8.0,,1,2,2,1,2,52,,0.0,,1,1,2,1,3,52,,8.0,,1,2,2,1,4,52,,8.0,,1,2,2,1,5,52,,8.0,,1,2,2,1,6,52,,8.0,,1,2,2,1,7,52,,8.0,,1,2,2,1,8,52,,8.0,,1,2,2,1,9,52,,8.0,,1,2,2,1,10,52,,0.0,1,,1,1
53,yjz14xna,yFko2p,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:23:04.389275,1,,,104.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,53,,0.0,1,1,53,,0.0,1,1,1,53,,20.0,b4362aa2-dd04-4533-a992-45b9810a32d1,4,1,1,1,1,53,,28.0,,4,2,1,1,2,53,,8.0,,4,2,2,1,3,53,,0.0,,4,1,2,1,4,53,,8.0,,4,2,2,1,5,53,,8.0,,4,2,2,1,6,53,,8.0,,4,2,2,1,7,53,,8.0,,4,2,2,1,8,53,,8.0,,4,2,2,1,9,53,,8.0,,4,2,2,1,10,53,,0.0,1,,1,1
54,ieuka3nv,xUnF4h,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:23:15.234392,1,,,104.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,54,,0.0,1,1,54,,0.0,1,1,1,54,,20.0,47ca3385-1223-41b3-bc61-3ed382d4d38b,4,1,1,1,1,54,,28.0,,4,2,1,1,2,54,,0.0,,4,1,2,1,3,54,,8.0,,4,2,2,1,4,54,,8.0,,4,2,2,1,5,54,,8.0,,4,2,2,1,6,54,,8.0,,4,2,2,1,7,54,,8.0,,4,2,2,1,8,54,,8.0,,4,2,2,1,9,54,,8.0,,4,2,2,1,10,54,,0.0,1,,1,1
55,8zes92jz,2n8Jp6,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:24:54.925245,1,,,60.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,55,,0.0,1,1,55,,0.0,1,1,1,55,,28.0,6a225820-a417-485d-83a1-400ddd08b548,1,2,1,1,1,55,,8.0,,1,2,2,1,2,55,,8.0,,1,2,2,1,3,55,,0.0,,1,1,2,1,4,55,,0.0,,1,1,2,1,5,55,,0.0,,1,1,2,1,6,55,,8.0,,1,2,2,1,7,55,,8.0,,1,2,2,1,8,55,,0.0,,1,1,2,1,9,55,,0.0,,1,1,2,1,10,55,,0.0,1,,1,1
56,wtzixs5q,hv3TQE,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:25:13.737461,1,,,208.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,56,,0.0,1,1,56,,0.0,1,1,1,56,,20.0,779d976c-01e9-4f4d-9a64-52b1d4f1ec29,4,1,1,1,1,56,,20.0,,4,1,1,1,2,56,,20.0,,4,1,1,1,3,56,,20.0,,4,1,1,1,4,56,,20.0,,4,1,1,1,5,56,,20.0,,4,1,1,1,6,56,,20.0,,4,1,1,1,7,56,,20.0,,4,1,1,1,8,56,,20.0,,4,1,1,1,9,56,,28.0,,4,2,1,1,10,56,,0.0,1,,1,1
57,ceiyqb0s,5iV7wT,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:25:33.242203,1,,,84.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,57,,0.0,1,1,57,,0.0,1,1,1,57,,28.0,aedc556c-c62b-4958-9f0c-f180911a50c6,1,2,1,1,1,57,,0.0,,1,1,2,1,2,57,,8.0,,1,2,2,1,3,57,,8.0,,1,2,2,1,4,57,,0.0,,1,1,2,1,5,57,,8.0,,1,2,2,1,6,57,,8.0,,1,2,2,1,7,57,,8.0,,1,2,2,1,8,57,,8.0,,1,2,2,1,9,57,,8.0,,1,2,2,1,10,57,,0.0,1,,1,1
