participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.real_world_currency_per_point,session.config.participation_fee,clerpay_start.1.player.id_in_group,clerpay_start.1.player.role,clerpay_start.1.player.payoff,clerpay_start.1.group.id_in_subsession,clerpay_start.1.subsession.round_number,ego_consent.1.player.id_in_group,ego_consent.1.player.role,ego_consent.1.player.payoff,ego_consent.1.player.consent,ego_consent.1.group.id_in_subsession,ego_consent.1.subsession.round_number,ego_human.1.player.id_in_group,ego_human.1.player.role,ego_human.1.player.payoff,ego_human.1.player.llm_id,ego_human.1.player.treatment,ego_human.1.player.choice,ego_human.1.player.other_choice,ego_human.1.group.id_in_subsession,ego_human.1.subsession.round_number,ego_human.2.player.id_in_group,ego_human.2.player.role,ego_human.2.player.payoff,ego_human.2.player.llm_id,ego_human.2.player.treatment,ego_human.2.player.choice,ego_human.2.player.other_choice,ego_human.2.group.id_in_subsession,ego_human.2.subsession.round_number,ego_human.3.player.id_in_group,ego_human.3.player.role,ego_human.3.player.payoff,ego_human.3.player.llm_id,ego_human.3.player.treatment,ego_human.3.player.choice,ego_human.3.player.other_choice,ego_human.3.group.id_in_subsession,ego_human.3.subsession.round_number,ego_human.4.player.id_in_group,ego_human.4.player.role,ego_human.4.player.payoff,ego_human.4.player.llm_id,ego_human.4.player.treatment,ego_human.4.player.choice,ego_human.4.player.other_choice,ego_human.4.group.id_in_subsession,ego_human.4.subsession.round_number,ego_human.5.player.id_in_group,ego_human.5.player.role,ego_human.5.player.payoff,ego_human.5.player.llm_id,ego_human.5.player.treatment,ego_human.5.player.choice,ego_human.5.player.other_choice,ego_human.5.group.id_in_subsession,ego_human.5.subsession.round_number,ego_human.6.player.id_in_group,ego_human.6.player.role,ego_human.6.player.payoff,ego_human.6.player.llm_id,ego_human.6.player.treatment,ego_human.6.player.choice,ego_human.6.player.other_choice,ego_human.6.group.id_in_subsession,ego_human.6.subsession.round_number,ego_human.7.player.id_in_group,ego_human.7.player.role,ego_human.7.player.payoff,ego_human.7.player.llm_id,ego_human.7.player.treatment,ego_human.7.player.choice,ego_human.7.player.other_choice,ego_human.7.group.id_in_subsession,ego_human.7.subsession.round_number,ego_human.8.player.id_in_group,ego_human.8.player.role,ego_human.8.player.payoff,ego_human.8.player.llm_id,ego_human.8.player.treatment,ego_human.8.player.choice,ego_human.8.player.other_choice,ego_human.8.group.id_in_subsession,ego_human.8.subsession.round_number,ego_human.9.player.id_in_group,ego_human.9.player.role,ego_human.9.player.payoff,ego_human.9.player.llm_id,ego_human.9.player.treatment,ego_human.9.player.choice,ego_human.9.player.other_choice,ego_human.9.group.id_in_subsession,ego_human.9.subsession.round_number,ego_human.10.player.id_in_group,ego_human.10.player.role,ego_human.10.player.payoff,ego_human.10.player.llm_id,ego_human.10.player.treatment,ego_human.10.player.choice,ego_human.10.player.other_choice,ego_human.10.group.id_in_subsession,ego_human.10.subsession.round_number,clerpay_end.1.player.id_in_group,clerpay_end.1.player.role,clerpay_end.1.player.payoff,clerpay_end.1.player.ok,clerpay_end.1.player.code,clerpay_end.1.group.id_in_subsession,clerpay_end.1.subsession.round_number
95,s3320fmv,nKc9AM,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:22:36.446669,1,,,208.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,95,,0.0,1,1,95,,0.0,1,1,1,95,,20.0,bc4f2df8-5eff-409c-a25f-adb43509e19b,4,1,1,1,1,95,,20.0,,4,1,1,1,2,95,,20.0,,4,1,1,1,3,95,,20.0,,4,1,1,1,4,95,,20.0,,4,1,1,1,5,95,,20.0,,4,1,1,1,6,95,,20.0,,4,1,1,1,7,95,,20.0,,4,1,1,1,8,95,,20.0,,4,1,1,1,9,95,,28.0,,4,2,1,1,10,95,,0.0,1,,1,1
96,2cfnhyn3,XqZEPQ,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:23:51.837064,1,,,180.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,96,,0.0,1,1,96,,0.0,1,1,1,96,,28.0,5e9672d0-8e6d-4f6b-adf0-7d073c8fccc3,4,2,1,1,1,96,,8.0,,4,2,2,1,2,96,,28.0,,4,2,1,1,3,96,,8.0,,4,2,2,1,4,96,,28.0,,4,2,1,1,5,96,,8.0,,4,2,2,1,6,96,,28.0,,4,2,1,1,7,96,,8.0,,4,2,2,1,8,96,,28.0,,4,2,1,1,9,96,,8.0,,4,2,2,1,10,96,,0.0,1,,1,1
97,pkdr8i00,BCcM9x,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:25:29.277857,1,,,148.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,97,,0.0,1,1,97,,0.0,1,1,1,97,,20.0,26f085e8-c0f4-4051-a6bb-587543d43988,3,1,1,1,1,97,,20.0,,3,1,1,1,2,97,,28.0,,3,2,1,1,3,97,,0.0,,3,1,2,1,4,97,,8.0,,3,2,2,1,5,97,,8.0,,3,2,2,1,6,97,,20.0,,3,1,1,1,7,97,,28.0,,3,2,1,1,8,97,,8.0,,3,2,2,1,9,97,,8.0,,3,2,2,1,10,97,,0.0,1,,1,1
98,6f0s7cp4,lvgmo2,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:26:19.588714,1,,,92.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,98,,0.0,1,1,98,,0.0,1,1,1,98,,28.0,dfd8d501-cd35-41c7-9456-f322daffbc6c,1,2,1,1,1,98,,8.0,,1,2,2,1,2,98,,8.0,,1,2,2,1,3,98,,8.0,,1,2,2,1,4,98,,0.0,,1,1,2,1,5,98,,8.0,,1,2,2,1,6,98,,8.0,,1,2,2,1,7,98,,8.0,,1,2,2,1,8,98,,8.0,,1,2,2,1,9,98,,8.0,,1,2,2,1,10,98,,0.0,1,,1,1
99,jg70mxj5,KswzVB,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:30:10.391855,1,,,208.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,99,,0.0,1,1,99,,0.0,1,1,1,99,,20.0,cd822fd9-830a-48d9-b594-038a249ff136,1,1,1,1,1,99,,20.0,,1,1,1,1,2,99,,20.0,,1,1,1,1,3,99,,20.0,,1,1,1,1,4,99,,20.0,,1,1,1,1,5,99,,20.0,,1,1,1,1,6,99,,20.0,,1,1,1,1,7,99,,20.0,,1,1,1,1,8,99,,20.0,,1,1,1,1,9,99,,28.0,,1,2,1,1,10,99,,0.0,1,,1,1
100,fmynkzyy,2poL7P,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:34:27.373756,1,,,200.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,100,,0.0,1,1,100,,0.0,1,1,1,100,,20.0,2f87eddf-d9d7-4459-8604-22d509fb6cd1,1,1,1,1,1,100,,20.0,,1,1,1,1,2,100,,20.0,,1,1,1,1,3,100,,20.0,,1,1,1,1,4,100,,20.0,,1,1,1,1,5,100,,20.0,,1,1,1,1,6,100,,20.0,,1,1,1,1,7,100,,20.0,,1,1,1,1,8,100,,20.0,,1,1,1,1,9,100,,20.0,,1,1,1,1,10,100,,0.0,1,,1,1
101,zzbk6qr3,X1qXNt,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:34:45.993977,1,,,208.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,101,,0.0,1,1,101,,0.0,1,1,1,101,,20.0,fba18400-69b8-450e-ad31-29b44fe6a7d4,3,1,1,1,1,101,,20.0,,3,1,1,1,2,101,,20.0,,3,1,1,1,3,101,,20.0,,3,1,1,1,4,101,,20.0,,3,1,1,1,5,101,,20.0,,3,1,1,1,6,101,,20.0,,3,1,1,1,7,101,,20.0,,3,1,1,1,8,101,,20.0,,3,1,1,1,9,101,,28.0,,3,2,1,1,10,101,,0.0,1,,1,1
102,mppfspb0,AmJY6E,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:41:04.953417,1,,,152.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,102,,0.0,1,1,102,,0.0,1,1,1,102,,8.0,f95e6f5f-3735-4236-88c5-b650554585e7,4,2,2,1,1,102,,28.0,,4,2,1,1,2,102,,0.0,,4,1,2,1,3,102,,8.0,,4,2,2,1,4,102,,28.0,,4,2,1,1,5,102,,8.0,,4,2,2,1,6,102,,28.0,,4,2,1,1,7,102,,8.0,,4,2,2,1,8,102,,28.0,,4,2,1,1,9,102,,8.0,,4,2,2,1,10,102,,0.0,1,,1,1
103,i4b15890,a2sVRf,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:41:41.958587,1,,,92.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,103,,0.0,1,1,103,,0.0,1,1,1,103,,28.0,963b50be-eb55-497e-a3dc-cec604510dea,3,2,1,1,1,103,,8.0,,3,2,2,1,2,103,,0.0,,3,1,2,1,3,103,,8.0,,3,2,2,1,4,103,,8.0,,3,2,2,1,5,103,,8.0,,3,2,2,1,6,103,,8.0,,3,2,2,1,7,103,,8.0,,3,2,2,1,8,103,,8.0,,3,2,2,1,9,103,,8.0,,3,2,2,1,10,103,,0.0,1,,1,1
104,1mush6pr,bAupml,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:42:31.680344,1,,,96.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,104,,0.0,1,1,104,,0.0,1,1,1,104,,28.0,3001e212-be4e-424a-ac4b-db60361bf5b4,4,2,1,1,1,104,,0.0,,4,1,2,1,2,104,,0.0,,4,1,2,1,3,104,,8.0,,4,2,2,1,4,104,,28.0,,4,2,1,1,5,104,,8.0,,4,2,2,1,6,104,,8.0,,4,2,2,1,7,104,,8.0,,4,2,2,1,8,104,,0.0,,4,1,2,1,9,104,,8.0,,4,2,2,1,10,104,,0.0,1,,1,1
105,y4txzz0u,BLslGA,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:45:00.699263,1,,,208.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,105,,0.0,1,1,105,,0.0,1,1,1,105,,20.0,72c2da5e-9d5f-4902-9ebb-b442c647a00a,4,1,1,1,1,105,,20.0,,4,1,1,1,2,105,,20.0,,4,1,1,1,3,105,,20.0,,4,1,1,1,4,105,,20.0,,4,1,1,1,5,105,,20.0,,4,1,1,1,6,105,,20.0,,4,1,1,1,7,105,,20.0,,4,1,1,1,8,105,,20.0,,4,1,1,1,9,105,,28.0,,4,2,1,1,10,105,,0.0,1,,1,1
106,lwfjgvol,EyIMdj,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:52:40.499303,1,,,176.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,106,,0.0,1,1,106,,0.0,1,1,1,106,,20.0,e14992f6-3a1a-4f3b-b85c-b2b16b4295e6,3,1,1,1,1,106,,20.0,,3,1,1,1,2,106,,28.0,,3,2,1,1,3,106,,8.0,,3,2,2,1,4,106,,28.0,,3,2,1,1,5,106,,0.0,,3,1,2,1,6,106,,28.0,,3,2,1,1,7,106,,8.0,,3,2,2,1,8,106,,28.0,,3,2,1,1,9,106,,8.0,,3,2,2,1,10,106,,0.0,1,,1,1
107,9iygc9yn,eBgF8F,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:54:28.345637,1,,,208.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,107,,0.0,1,1,107,,0.0,1,1,1,107,,20.0,2f35da9f-7921-4e75-9d03-17d28fc2181e,4,1,1,1,1,107,,20.0,,4,1,1,1,2,107,,20.0,,4,1,1,1,3,107,,20.0,,4,1,1,1,4,107,,20.0,,4,1,1,1,5,107,,20.0,,4,1,1,1,6,107,,20.0,,4,1,1,1,7,107,,20.0,,4,1,1,1,8,107,,20.0,,4,1,1,1,9,107,,28.0,,4,2,1,1,10,107,,0.0,1,,1,1
108,2oz0oe90,5MfLSO,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:57:39.341359,1,,,196.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,108,,0.0,1,1,108,,0.0,1,1,1,108,,20.0,b28996cb-8963-4ef3-a0f3-d64f7a19803c,1,1,1,1,1,108,,20.0,,1,1,1,1,2,108,,20.0,,1,1,1,1,3,108,,20.0,,1,1,1,1,4,108,,20.0,,1,1,1,1,5,108,,20.0,,1,1,1,1,6,108,,20.0,,1,1,1,1,7,108,,20.0,,1,1,1,1,8,108,,28.0,,1,2,1,1,9,108,,8.0,,1,2,2,1,10,108,,0.0,1,,1,1
109,i3svdknf,ql6C54,0,44,45,clerpay_end,Auszahlung,2023-08-16 10:02:03.195866,1,,,148.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,109,,0.0,1,1,109,,0.0,1,1,1,109,,28.0,b1080445-a123-4de1-b970-bb2cb4ca9d06,3,2,1,1,1,109,,0.0,,3,1,2,1,2,109,,0.0,,3,1,2,1,3,109,,8.0,,3,2,2,1,4,109,,28.0,,3,2,1,1,5,109,,8.0,,3,2,2,1,6,109,,20.0,,3,1,1,1,7,109,,20.0,,3,1,1,1,8,109,,28.0,,3,2,1,1,9,109,,8.0,,3,2,2,1,10,109,,0.0,1,,1,1
110,by8jmjr1,L7Ium7,0,44,45,clerpay_end,Auszahlung,2023-08-16 10:04:14.163715,1,,,100.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,110,,0.0,1,1,110,,0.0,1,1,1,110,,28.0,3aca9e16-b786-4305-823a-0e3d3cc88641,1,2,1,1,1,110,,8.0,,1,2,2,1,2,110,,8.0,,1,2,2,1,3,110,,8.0,,1,2,2,1,4,110,,8.0,,1,2,2,1,5,110,,8.0,,1,2,2,1,6,110,,8.0,,1,2,2,1,7,110,,8.0,,1,2,2,1,8,110,,8.0,,1,2,2,1,9,110,,8.0,,1,2,2,1,10,110,,0.0,1,,1,1
111,gujk5zzv,AAXFgr,0,44,45,clerpay_end,Auszahlung,2023-08-16 10:06:46.925786,1,,,140.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,111,,0.0,1,1,111,,0.0,1,1,1,111,,20.0,93109aaf-ef87-4248-bd78-8af6fd426697,3,1,1,1,1,111,,20.0,,3,1,1,1,2,111,,20.0,,3,1,1,1,3,111,,20.0,,3,1,1,1,4,111,,28.0,,3,2,1,1,5,111,,0.0,,3,1,2,1,6,111,,8.0,,3,2,2,1,7,111,,8.0,,3,2,2,1,8,111,,8.0,,3,2,2,1,9,111,,8.0,,3,2,2,1,10,111,,0.0,1,,1,1
112,pz1xp870,5gKRlq,0,44,45,clerpay_end,Auszahlung,2023-08-16 10:07:13.333029,1,,,72.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,112,,0.0,1,1,112,,0.0,1,1,1,112,,8.0,973eaa77-4c81-47d8-9461-e653920e61f1,4,2,2,1,1,112,,8.0,,4,2,2,1,2,112,,8.0,,4,2,2,1,3,112,,8.0,,4,2,2,1,4,112,,8.0,,4,2,2,1,5,112,,8.0,,4,2,2,1,6,112,,8.0,,4,2,2,1,7,112,,8.0,,4,2,2,1,8,112,,0.0,,4,1,2,1,9,112,,8.0,,4,2,2,1,10,112,,0.0,1,,1,1
113,1duw09zd,IjXwbz,0,44,45,clerpay_end,Auszahlung,2023-08-16 10:10:41.840655,1,,,200.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,113,,0.0,1,1,113,,0.0,1,1,1,113,,20.0,0e74ddf7-6fa8-4a4a-9bb7-4f23306a2096,3,1,1,1,1,113,,20.0,,3,1,1,1,2,113,,20.0,,3,1,1,1,3,113,,20.0,,3,1,1,1,4,113,,20.0,,3,1,1,1,5,113,,20.0,,3,1,1,1,6,113,,20.0,,3,1,1,1,7,113,,20.0,,3,1,1,1,8,113,,20.0,,3,1,1,1,9,113,,20.0,,3,1,1,1,10,113,,0.0,1,,1,1
114,1cvu9jyc,VmqwOS,0,44,45,clerpay_end,Auszahlung,2023-08-16 10:11:23.358925,1,,,208.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,114,,0.0,1,1,114,,0.0,1,1,1,114,,20.0,45618566-77f5-4668-afe7-fd3b70085544,4,1,1,1,1,114,,20.0,,4,1,1,1,2,114,,20.0,,4,1,1,1,3,114,,20.0,,4,1,1,1,4,114,,20.0,,4,1,1,1,5,114,,20.0,,4,1,1,1,6,114,,20.0,,4,1,1,1,7,114,,20.0,,4,1,1,1,8,114,,20.0,,4,1,1,1,9,114,,28.0,,4,2,1,1,10,114,,0.0,1,,1,1
115,tuc4t2hk,T8wWHe,0,44,45,clerpay_end,Auszahlung,2023-08-16 10:19:37.568480,1,,,208.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,115,,0.0,1,1,115,,0.0,1,1,1,115,,20.0,fe59b782-2fb5-4ea1-9899-a6db2ad7f50d,1,1,1,1,1,115,,20.0,,1,1,1,1,2,115,,20.0,,1,1,1,1,3,115,,20.0,,1,1,1,1,4,115,,20.0,,1,1,1,1,5,115,,20.0,,1,1,1,1,6,115,,20.0,,1,1,1,1,7,115,,20.0,,1,1,1,1,8,115,,20.0,,1,1,1,1,9,115,,28.0,,1,2,1,1,10,115,,0.0,1,,1,1
116,j4ylud16,zGfVM0,0,44,45,clerpay_end,Auszahlung,2023-08-16 10:22:11.755759,1,,,140.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,116,,0.0,1,1,116,,0.0,1,1,1,116,,20.0,80f6e47c-eca9-460f-b4e9-d41e99577c23,3,1,1,1,1,116,,20.0,,3,1,1,1,2,116,,20.0,,3,1,1,1,3,116,,20.0,,3,1,1,1,4,116,,28.0,,3,2,1,1,5,116,,0.0,,3,1,2,1,6,116,,8.0,,3,2,2,1,7,116,,8.0,,3,2,2,1,8,116,,8.0,,3,2,2,1,9,116,,8.0,,3,2,2,1,10,116,,0.0,1,,1,1
117,ewtdnge9,3fXQ3u,0,44,45,clerpay_end,Auszahlung,2023-08-16 10:30:37.364530,1,,,208.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,117,,0.0,1,1,117,,0.0,1,1,1,117,,20.0,3b9f477a-99fb-4dc1-b249-4d507796e020,3,1,1,1,1,117,,20.0,,3,1,1,1,2,117,,20.0,,3,1,1,1,3,117,,20.0,,3,1,1,1,4,117,,20.0,,3,1,1,1,5,117,,20.0,,3,1,1,1,6,117,,20.0,,3,1,1,1,7,117,,20.0,,3,1,1,1,8,117,,20.0,,3,1,1,1,9,117,,28.0,,3,2,1,1,10,117,,0.0,1,,1,1
118,g73yjpk0,yRhYuY,0,44,45,clerpay_end,Auszahlung,2023-08-16 10:32:26.461036,1,,,200.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,118,,0.0,1,1,118,,0.0,1,1,1,118,,20.0,beda3d82-d172-4a23-9bf5-210bf8eae8e0,3,1,1,1,1,118,,20.0,,3,1,1,1,2,118,,20.0,,3,1,1,1,3,118,,20.0,,3,1,1,1,4,118,,20.0,,3,1,1,1,5,118,,20.0,,3,1,1,1,6,118,,20.0,,3,1,1,1,7,118,,20.0,,3,1,1,1,8,118,,20.0,,3,1,1,1,9,118,,20.0,,3,1,1,1,10,118,,0.0,1,,1,1
119,r9h9qgts,YHcimI,0,44,45,clerpay_end,Auszahlung,2023-08-16 10:39:13.673681,1,,,180.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,119,,0.0,1,1,119,,0.0,1,1,1,119,,28.0,7dcf7f24-1bce-4714-9335-a73b9980b7dc,3,2,1,1,1,119,,8.0,,3,2,2,1,2,119,,28.0,,3,2,1,1,3,119,,8.0,,3,2,2,1,4,119,,28.0,,3,2,1,1,5,119,,8.0,,3,2,2,1,6,119,,28.0,,3,2,1,1,7,119,,8.0,,3,2,2,1,8,119,,28.0,,3,2,1,1,9,119,,8.0,,3,2,2,1,10,119,,0.0,1,,1,1
120,wyaizhdj,NHDpKc,0,44,45,clerpay_end,Auszahlung,2023-08-16 10:44:59.224613,1,,,92.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,120,,0.0,1,1,120,,0.0,1,1,1,120,,28.0,c8e57c15-c5fd-4b13-a10f-831d9024761e,1,2,1,1,1,120,,8.0,,1,2,2,1,2,120,,0.0,,1,1,2,1,3,120,,8.0,,1,2,2,1,4,120,,8.0,,1,2,2,1,5,120,,8.0,,1,2,2,1,6,120,,8.0,,1,2,2,1,7,120,,8.0,,1,2,2,1,8,120,,8.0,,1,2,2,1,9,120,,8.0,,1,2,2,1,10,120,,0.0,1,,1,1
121,114g7s0c,oEXFhA,0,44,45,clerpay_end,Auszahlung,2023-08-16 10:45:04.016989,1,,,112.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,121,,0.0,1,1,121,,0.0,1,1,1,121,,28.0,3777619e-e17b-4813-85ea-4eb3aa420249,4,2,1,1,1,121,,0.0,,4,1,2,1,2,121,,8.0,,4,2,2,1,3,121,,28.0,,4,2,1,1,4,121,,8.0,,4,2,2,1,5,121,,8.0,,4,2,2,1,6,121,,8.0,,4,2,2,1,7,121,,8.0,,4,2,2,1,8,121,,8.0,,4,2,2,1,9,121,,8.0,,4,2,2,1,10,121,,0.0,1,,1,1
122,pccc16o7,thgUXo,0,44,45,clerpay_end,Auszahlung,2023-08-16 10:46:17.886521,1,,,112.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,122,,0.0,1,1,122,,0.0,1,1,1,122,,20.0,005debd0-92e5-4c79-9e46-b0d9d6a8eda9,3,1,1,1,1,122,,20.0,,3,1,1,1,2,122,,20.0,,3,1,1,1,3,122,,28.0,,3,2,1,1,4,122,,8.0,,3,2,2,1,5,122,,0.0,,3,1,2,1,6,122,,8.0,,3,2,2,1,7,122,,0.0,,3,1,2,1,8,122,,0.0,,3,1,2,1,9,122,,8.0,,3,2,2,1,10,122,,0.0,1,,1,1
123,ylwyy4kw,Kpyobm,0,44,45,clerpay_end,Auszahlung,2023-08-16 10:48:20.250105,1,,,196.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,123,,0.0,1,1,123,,0.0,1,1,1,123,,20.0,8d3a0002-e423-40a3-b4ea-046a83d0081c,1,1,1,1,1,123,,20.0,,1,1,1,1,2,123,,20.0,,1,1,1,1,3,123,,20.0,,1,1,1,1,4,123,,20.0,,1,1,1,1,5,123,,20.0,,1,1,1,1,6,123,,20.0,,1,1,1,1,7,123,,20.0,,1,1,1,1,8,123,,28.0,,1,2,1,1,9,123,,8.0,,1,2,2,1,10,123,,0.0,1,,1,1
124,velhqvil,Lg35g5,0,44,45,clerpay_end,Auszahlung,2023-08-16 10:48:33.797214,1,,,172.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,124,,0.0,1,1,124,,0.0,1,1,1,124,,28.0,203b1ade-7d5b-4ad8-8404-1847dbbe087d,3,2,1,1,1,124,,0.0,,3,1,2,1,2,124,,28.0,,3,2,1,1,3,124,,8.0,,3,2,2,1,4,124,,8.0,,3,2,2,1,5,124,,28.0,,3,2,1,1,6,124,,8.0,,3,2,2,1,7,124,,28.0,,3,2,1,1,8,124,,8.0,,3,2,2,1,9,124,,28.0,,3,2,1,1,10,124,,0.0,1,,1,1
125,vfnmef0r,zQbld9,0,44,45,clerpay_end,Auszahlung,2023-08-16 10:52:24.249344,1,,,104.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,125,,0.0,1,1,125,,0.0,1,1,1,125,,20.0,777f9ea3-aafc-48ae-b796-5bb894249b9b,4,1,1,1,1,125,,28.0,,4,2,1,1,2,125,,8.0,,4,2,2,1,3,125,,8.0,,4,2,2,1,4,125,,0.0,,4,1,2,1,5,125,,8.0,,4,2,2,1,6,125,,8.0,,4,2,2,1,7,125,,8.0,,4,2,2,1,8,125,,8.0,,4,2,2,1,9,125,,8.0,,4,2,2,1,10,125,,0.0,1,,1,1
126,cr5e28l8,qGYMc6,0,44,45,clerpay_end,Auszahlung,2023-08-16 10:55:16.650597,1,,,132.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,126,,0.0,1,1,126,,0.0,1,1,1,126,,28.0,96bda59b-6bd8-4261-8020-ae6a3aaeb7aa,4,2,1,1,1,126,,0.0,,4,1,2,1,2,126,,8.0,,4,2,2,1,3,126,,28.0,,4,2,1,1,4,126,,8.0,,4,2,2,1,5,126,,8.0,,4,2,2,1,6,126,,8.0,,4,2,2,1,7,126,,8.0,,4,2,2,1,8,126,,28.0,,4,2,1,1,9,126,,8.0,,4,2,2,1,10,126,,0.0,1,,1,1
127,gzounsqn,SGvpZ1,0,44,45,clerpay_end,Auszahlung,2023-08-16 11:01:05.142886,1,,,200.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,127,,0.0,1,1,127,,0.0,1,1,1,127,,20.0,234e10ca-db34-4bdf-b479-c1242c11f5ef,4,1,1,1,1,127,,20.0,,4,1,1,1,2,127,,20.0,,4,1,1,1,3,127,,20.0,,4,1,1,1,4,127,,20.0,,4,1,1,1,5,127,,20.0,,4,1,1,1,6,127,,20.0,,4,1,1,1,7,127,,20.0,,4,1,1,1,8,127,,20.0,,4,1,1,1,9,127,,20.0,,4,1,1,1,10,127,,0.0,1,,1,1
128,umrvxcz7,S8Nwpj,0,44,45,clerpay_end,Auszahlung,2023-08-16 11:01:37.457135,1,,,104.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,128,,0.0,1,1,128,,0.0,1,1,1,128,,28.0,839869b7-3bc0-4292-87d9-99a8d4af3144,1,2,1,1,1,128,,0.0,,1,1,2,1,2,128,,8.0,,1,2,2,1,3,128,,28.0,,1,2,1,1,4,128,,8.0,,1,2,2,1,5,128,,8.0,,1,2,2,1,6,128,,0.0,,1,1,2,1,7,128,,8.0,,1,2,2,1,8,128,,8.0,,1,2,2,1,9,128,,8.0,,1,2,2,1,10,128,,0.0,1,,1,1
129,sjea8esm,XbL5JX,0,44,45,clerpay_end,Auszahlung,2023-08-16 11:03:13.748959,1,,,184.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,129,,0.0,1,1,129,,0.0,1,1,1,129,,20.0,c2f02308-7acf-45eb-b8dd-cfde812f58e7,3,1,1,1,1,129,,20.0,,3,1,1,1,2,129,,20.0,,3,1,1,1,3,129,,20.0,,3,1,1,1,4,129,,20.0,,3,1,1,1,5,129,,20.0,,3,1,1,1,6,129,,20.0,,3,1,1,1,7,129,,28.0,,3,2,1,1,8,129,,8.0,,3,2,2,1,9,129,,8.0,,3,2,2,1,10,129,,0.0,1,,1,1
130,gs7lqmba,8REzfU,0,44,45,clerpay_end,Auszahlung,2023-08-16 11:07:56.740387,1,,,116.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,130,,0.0,1,1,130,,0.0,1,1,1,130,,20.0,ef3119be-ff29-47db-a054-5ae6b1e26893,1,1,1,1,1,130,,20.0,,1,1,1,1,2,130,,28.0,,1,2,1,1,3,130,,8.0,,1,2,2,1,4,130,,0.0,,1,1,2,1,5,130,,8.0,,1,2,2,1,6,130,,8.0,,1,2,2,1,7,130,,8.0,,1,2,2,1,8,130,,8.0,,1,2,2,1,9,130,,8.0,,1,2,2,1,10,130,,0.0,1,,1,1
131,h8jfy9ve,hgkeGL,0,44,45,clerpay_end,Auszahlung,2023-08-16 11:10:05.733498,1,,,96.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,131,,0.0,1,1,131,,0.0,1,1,1,131,,20.0,895b9df6-98c0-4461-a926-56be7dbe7939,1,1,1,1,1,131,,28.0,,1,2,1,1,2,131,,8.0,,1,2,2,1,3,131,,0.0,,1,1,2,1,4,131,,0.0,,1,1,2,1,5,131,,8.0,,1,2,2,1,6,131,,8.0,,1,2,2,1,7,131,,8.0,,1,2,2,1,8,131,,8.0,,1,2,2,1,9,131,,8.0,,1,2,2,1,10,131,,0.0,1,,1,1
