participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.participation_fee,session.config.real_world_currency_per_point,clerpay_start.1.player.id_in_group,clerpay_start.1.player.role,clerpay_start.1.player.payoff,clerpay_start.1.group.id_in_subsession,clerpay_start.1.subsession.round_number,ego_consent.1.player.id_in_group,ego_consent.1.player.role,ego_consent.1.player.payoff,ego_consent.1.player.consent,ego_consent.1.group.id_in_subsession,ego_consent.1.subsession.round_number,ego_human.1.player.id_in_group,ego_human.1.player.role,ego_human.1.player.payoff,ego_human.1.player.llm_id,ego_human.1.player.treatment,ego_human.1.player.choice,ego_human.1.player.other_choice,ego_human.1.group.id_in_subsession,ego_human.1.subsession.round_number,ego_human.2.player.id_in_group,ego_human.2.player.role,ego_human.2.player.payoff,ego_human.2.player.llm_id,ego_human.2.player.treatment,ego_human.2.player.choice,ego_human.2.player.other_choice,ego_human.2.group.id_in_subsession,ego_human.2.subsession.round_number,ego_human.3.player.id_in_group,ego_human.3.player.role,ego_human.3.player.payoff,ego_human.3.player.llm_id,ego_human.3.player.treatment,ego_human.3.player.choice,ego_human.3.player.other_choice,ego_human.3.group.id_in_subsession,ego_human.3.subsession.round_number,ego_human.4.player.id_in_group,ego_human.4.player.role,ego_human.4.player.payoff,ego_human.4.player.llm_id,ego_human.4.player.treatment,ego_human.4.player.choice,ego_human.4.player.other_choice,ego_human.4.group.id_in_subsession,ego_human.4.subsession.round_number,ego_human.5.player.id_in_group,ego_human.5.player.role,ego_human.5.player.payoff,ego_human.5.player.llm_id,ego_human.5.player.treatment,ego_human.5.player.choice,ego_human.5.player.other_choice,ego_human.5.group.id_in_subsession,ego_human.5.subsession.round_number,ego_human.6.player.id_in_group,ego_human.6.player.role,ego_human.6.player.payoff,ego_human.6.player.llm_id,ego_human.6.player.treatment,ego_human.6.player.choice,ego_human.6.player.other_choice,ego_human.6.group.id_in_subsession,ego_human.6.subsession.round_number,ego_human.7.player.id_in_group,ego_human.7.player.role,ego_human.7.player.payoff,ego_human.7.player.llm_id,ego_human.7.player.treatment,ego_human.7.player.choice,ego_human.7.player.other_choice,ego_human.7.group.id_in_subsession,ego_human.7.subsession.round_number,ego_human.8.player.id_in_group,ego_human.8.player.role,ego_human.8.player.payoff,ego_human.8.player.llm_id,ego_human.8.player.treatment,ego_human.8.player.choice,ego_human.8.player.other_choice,ego_human.8.group.id_in_subsession,ego_human.8.subsession.round_number,ego_human.9.player.id_in_group,ego_human.9.player.role,ego_human.9.player.payoff,ego_human.9.player.llm_id,ego_human.9.player.treatment,ego_human.9.player.choice,ego_human.9.player.other_choice,ego_human.9.group.id_in_subsession,ego_human.9.subsession.round_number,ego_human.10.player.id_in_group,ego_human.10.player.role,ego_human.10.player.payoff,ego_human.10.player.llm_id,ego_human.10.player.treatment,ego_human.10.player.choice,ego_human.10.player.other_choice,ego_human.10.group.id_in_subsession,ego_human.10.subsession.round_number,clerpay_end.1.player.id_in_group,clerpay_end.1.player.role,clerpay_end.1.player.payoff,clerpay_end.1.player.ok,clerpay_end.1.player.code,clerpay_end.1.group.id_in_subsession,clerpay_end.1.subsession.round_number,abweisung.1.player.id_in_group,abweisung.1.player.role,abweisung.1.player.payoff,abweisung.1.player.pw,abweisung.1.group.id_in_subsession,abweisung.1.subsession.round_number
21,xec16ngz,pUctgk,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:08:18.835414,1,,,92.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,21,,0.0,1,1,21,,0.0,1,1,1,21,,28.0,f5ebb568-b615-43bc-b42e-65f27612edda,1,2,1,1,1,21,,8.0,,1,2,2,1,2,21,,8.0,,1,2,2,1,3,21,,0.0,,1,1,2,1,4,21,,8.0,,1,2,2,1,5,21,,8.0,,1,2,2,1,6,21,,8.0,,1,2,2,1,7,21,,8.0,,1,2,2,1,8,21,,8.0,,1,2,2,1,9,21,,8.0,,1,2,2,1,10,21,,0.0,1,,1,1,,,,,,
22,co0zn3wf,V2CdBf,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:09:37.893064,1,,,200.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,22,,0.0,1,1,22,,0.0,1,1,1,22,,20.0,ac576a75-6ed2-411d-a622-5dbab1768c3c,1,1,1,1,1,22,,20.0,,1,1,1,1,2,22,,20.0,,1,1,1,1,3,22,,20.0,,1,1,1,1,4,22,,20.0,,1,1,1,1,5,22,,20.0,,1,1,1,1,6,22,,20.0,,1,1,1,1,7,22,,20.0,,1,1,1,1,8,22,,20.0,,1,1,1,1,9,22,,20.0,,1,1,1,1,10,22,,0.0,1,,1,1,,,,,,
23,iwac40y9,9a2Qtt,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:10:40.709623,1,,,156.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,23,,0.0,1,1,23,,0.0,1,1,1,23,,28.0,f2564d16-fc1c-4082-931d-66001ab87a96,3,2,1,1,1,23,,0.0,,3,1,2,1,2,23,,8.0,,3,2,2,1,3,23,,20.0,,3,1,1,1,4,23,,8.0,,3,2,2,1,5,23,,20.0,,3,1,1,1,6,23,,8.0,,3,2,2,1,7,23,,28.0,,3,2,1,1,8,23,,8.0,,3,2,2,1,9,23,,28.0,,3,2,1,1,10,23,,0.0,1,,1,1,,,,,,
24,zqt01f6m,FUhoZ6,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:10:53.247638,1,,,196.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,24,,0.0,1,1,24,,0.0,1,1,1,24,,20.0,8ddfca24-519f-4a72-8e89-ad5c81891142,3,1,1,1,1,24,,20.0,,3,1,1,1,2,24,,20.0,,3,1,1,1,3,24,,20.0,,3,1,1,1,4,24,,20.0,,3,1,1,1,5,24,,20.0,,3,1,1,1,6,24,,20.0,,3,1,1,1,7,24,,20.0,,3,1,1,1,8,24,,28.0,,3,2,1,1,9,24,,8.0,,3,2,2,1,10,24,,0.0,1,,1,1,,,,,,
25,dt7s1b5q,KsnjbD,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:11:01.834508,1,,,208.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,25,,0.0,1,1,25,,0.0,1,1,1,25,,20.0,3a45f05f-36ce-40e4-8a5b-7a526ec1d23a,1,1,1,1,1,25,,20.0,,1,1,1,1,2,25,,20.0,,1,1,1,1,3,25,,20.0,,1,1,1,1,4,25,,20.0,,1,1,1,1,5,25,,20.0,,1,1,1,1,6,25,,20.0,,1,1,1,1,7,25,,20.0,,1,1,1,1,8,25,,20.0,,1,1,1,1,9,25,,28.0,,1,2,1,1,10,25,,0.0,1,,1,1,,,,,,
26,h7rmmg1z,dfSFXq,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:11:05.428701,1,,,200.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,26,,0.0,1,1,26,,0.0,1,1,1,26,,20.0,be7f3c08-8268-4030-a095-c3188276510d,4,1,1,1,1,26,,20.0,,4,1,1,1,2,26,,20.0,,4,1,1,1,3,26,,20.0,,4,1,1,1,4,26,,20.0,,4,1,1,1,5,26,,20.0,,4,1,1,1,6,26,,20.0,,4,1,1,1,7,26,,20.0,,4,1,1,1,8,26,,20.0,,4,1,1,1,9,26,,20.0,,4,1,1,1,10,26,,0.0,1,,1,1,,,,,,
27,k70ypp7o,81KiN0,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:11:11.599590,1,,,200.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,27,,0.0,1,1,27,,0.0,1,1,1,27,,20.0,20b26126-6ffd-4ae8-a91e-eb055cd1d22f,3,1,1,1,1,27,,20.0,,3,1,1,1,2,27,,20.0,,3,1,1,1,3,27,,20.0,,3,1,1,1,4,27,,20.0,,3,1,1,1,5,27,,20.0,,3,1,1,1,6,27,,20.0,,3,1,1,1,7,27,,20.0,,3,1,1,1,8,27,,20.0,,3,1,1,1,9,27,,20.0,,3,1,1,1,10,27,,0.0,1,,1,1,,,,,,
28,n78mh4ux,VMMdnU,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:12:27.008266,1,,,200.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,28,,0.0,1,1,28,,0.0,1,1,1,28,,20.0,84e21d4e-8574-4a41-8c5c-50ff42fc7a43,3,1,1,1,1,28,,20.0,,3,1,1,1,2,28,,20.0,,3,1,1,1,3,28,,20.0,,3,1,1,1,4,28,,20.0,,3,1,1,1,5,28,,20.0,,3,1,1,1,6,28,,20.0,,3,1,1,1,7,28,,20.0,,3,1,1,1,8,28,,20.0,,3,1,1,1,9,28,,20.0,,3,1,1,1,10,28,,0.0,1,,1,1,,,,,,
29,fs4nbfzj,GwsfIg,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:13:19.138504,1,,,68.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,29,,0.0,1,1,29,,0.0,1,1,1,29,,28.0,5d735a49-2e6f-44b2-b207-581a3cab6aff,4,2,1,1,1,29,,0.0,,4,1,2,1,2,29,,0.0,,4,1,2,1,3,29,,0.0,,4,1,2,1,4,29,,0.0,,4,1,2,1,5,29,,8.0,,4,2,2,1,6,29,,8.0,,4,2,2,1,7,29,,8.0,,4,2,2,1,8,29,,8.0,,4,2,2,1,9,29,,8.0,,4,2,2,1,10,29,,0.0,1,,1,1,,,,,,
30,7r4tpbhf,ucs2I3,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:17:19.688471,1,,,208.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,30,,0.0,1,1,30,,0.0,1,1,1,30,,20.0,d4aa702f-d454-4dcb-9803-b97b113a0414,4,1,1,1,1,30,,20.0,,4,1,1,1,2,30,,20.0,,4,1,1,1,3,30,,20.0,,4,1,1,1,4,30,,20.0,,4,1,1,1,5,30,,20.0,,4,1,1,1,6,30,,20.0,,4,1,1,1,7,30,,20.0,,4,1,1,1,8,30,,20.0,,4,1,1,1,9,30,,28.0,,4,2,1,1,10,30,,0.0,1,,1,1,,,,,,
31,8iy0dnez,WLUKa2,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:21:50.778350,1,,,152.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,31,,0.0,1,1,31,,0.0,1,1,1,31,,20.0,18c827d6-0cca-491b-883c-7f3e09ad5483,4,1,1,1,1,31,,20.0,,4,1,1,1,2,31,,20.0,,4,1,1,1,3,31,,20.0,,4,1,1,1,4,31,,20.0,,4,1,1,1,5,31,,28.0,,4,2,1,1,6,31,,8.0,,4,2,2,1,7,31,,0.0,,4,1,2,1,8,31,,8.0,,4,2,2,1,9,31,,8.0,,4,2,2,1,10,31,,0.0,1,,1,1,,,,,,
32,wlrjbxpn,2vX5ZV,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:25:52.342451,1,,,164.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,32,,0.0,1,1,32,,0.0,1,1,1,32,,20.0,82746cb8-aa74-4789-aa48-ff6a1454513a,3,1,1,1,1,32,,28.0,,3,2,1,1,2,32,,0.0,,3,1,2,1,3,32,,8.0,,3,2,2,1,4,32,,28.0,,3,2,1,1,5,32,,8.0,,3,2,2,1,6,32,,8.0,,3,2,2,1,7,32,,28.0,,3,2,1,1,8,32,,8.0,,3,2,2,1,9,32,,28.0,,3,2,1,1,10,32,,0.0,1,,1,1,,,,,,
33,1dz3icpa,BwWQed,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:26:29.384208,1,,,76.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,33,,0.0,1,1,33,,0.0,1,1,1,33,,28.0,6f53a649-1387-4da6-9a08-67a4a266232c,4,2,1,1,1,33,,8.0,,4,2,2,1,2,33,,8.0,,4,2,2,1,3,33,,0.0,,4,1,2,1,4,33,,0.0,,4,1,2,1,5,33,,0.0,,4,1,2,1,6,33,,8.0,,4,2,2,1,7,33,,8.0,,4,2,2,1,8,33,,8.0,,4,2,2,1,9,33,,8.0,,4,2,2,1,10,33,,0.0,1,,1,1,,,,,,
34,14p6yjg6,3rZnx7,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:28:55.016327,1,,,208.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,34,,0.0,1,1,34,,0.0,1,1,1,34,,20.0,5508937d-2ff2-4bd3-afb7-390b9ed7ed13,3,1,1,1,1,34,,20.0,,3,1,1,1,2,34,,20.0,,3,1,1,1,3,34,,20.0,,3,1,1,1,4,34,,20.0,,3,1,1,1,5,34,,20.0,,3,1,1,1,6,34,,20.0,,3,1,1,1,7,34,,20.0,,3,1,1,1,8,34,,20.0,,3,1,1,1,9,34,,28.0,,3,2,1,1,10,34,,0.0,1,,1,1,,,,,,
35,qn6uonf4,WrUILT,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:29:40.598431,1,,,164.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,35,,0.0,1,1,35,,0.0,1,1,1,35,,28.0,0083ca6c-8b47-4bcd-b86d-3e5d58c1b1a6,3,2,1,1,1,35,,8.0,,3,2,2,1,2,35,,28.0,,3,2,1,1,3,35,,0.0,,3,1,2,1,4,35,,28.0,,3,2,1,1,5,35,,8.0,,3,2,2,1,6,35,,28.0,,3,2,1,1,7,35,,8.0,,3,2,2,1,8,35,,28.0,,3,2,1,1,9,35,,0.0,,3,1,2,1,10,35,,0.0,1,,1,1,,,,,,
36,x6se2d5p,j3GglT,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:31:14.121441,1,,,100.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,36,,0.0,1,1,36,,0.0,1,1,1,36,,20.0,629b0fcd-583f-4aa6-a32f-26670003cd5a,1,1,1,1,1,36,,20.0,,1,1,1,1,2,36,,28.0,,1,2,1,1,3,36,,0.0,,1,1,2,1,4,36,,8.0,,1,2,2,1,5,36,,8.0,,1,2,2,1,6,36,,0.0,,1,1,2,1,7,36,,0.0,,1,1,2,1,8,36,,8.0,,1,2,2,1,9,36,,8.0,,1,2,2,1,10,36,,0.0,1,,1,1,,,,,,
37,9vaew965,YOFDmW,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:31:23.861501,1,,,200.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,37,,0.0,1,1,37,,0.0,1,1,1,37,,20.0,0fc72feb-7a3e-47d6-9e43-ae89f61ce371,1,1,1,1,1,37,,20.0,,1,1,1,1,2,37,,20.0,,1,1,1,1,3,37,,20.0,,1,1,1,1,4,37,,20.0,,1,1,1,1,5,37,,20.0,,1,1,1,1,6,37,,20.0,,1,1,1,1,7,37,,20.0,,1,1,1,1,8,37,,20.0,,1,1,1,1,9,37,,20.0,,1,1,1,1,10,37,,0.0,1,,1,1,,,,,,
38,bs4oz4z0,aSoDuC,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:31:51.946247,1,,,208.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,38,,0.0,1,1,38,,0.0,1,1,1,38,,20.0,0b351d99-0a2d-493c-9225-31a1dd0deefa,3,1,1,1,1,38,,20.0,,3,1,1,1,2,38,,20.0,,3,1,1,1,3,38,,20.0,,3,1,1,1,4,38,,20.0,,3,1,1,1,5,38,,20.0,,3,1,1,1,6,38,,20.0,,3,1,1,1,7,38,,20.0,,3,1,1,1,8,38,,20.0,,3,1,1,1,9,38,,28.0,,3,2,1,1,10,38,,0.0,1,,1,1,,,,,,
39,ajgh6l6u,JqHerY,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:32:38.476908,1,,,196.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,39,,0.0,1,1,39,,0.0,1,1,1,39,,28.0,189264ed-3658-4271-bbc1-3e600a75ca75,1,2,1,1,1,39,,0.0,,1,1,2,1,2,39,,20.0,,1,1,1,1,3,39,,20.0,,1,1,1,1,4,39,,20.0,,1,1,1,1,5,39,,20.0,,1,1,1,1,6,39,,20.0,,1,1,1,1,7,39,,20.0,,1,1,1,1,8,39,,20.0,,1,1,1,1,9,39,,28.0,,1,2,1,1,10,39,,0.0,1,,1,1,,,,,,
40,6g75krzx,jDykWo,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:36:05.199584,1,,,200.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,40,,0.0,1,1,40,,0.0,1,1,1,40,,20.0,e49ead6c-e90e-4c5a-aee6-5d9e7ad15f72,1,1,1,1,1,40,,20.0,,1,1,1,1,2,40,,20.0,,1,1,1,1,3,40,,20.0,,1,1,1,1,4,40,,20.0,,1,1,1,1,5,40,,20.0,,1,1,1,1,6,40,,20.0,,1,1,1,1,7,40,,20.0,,1,1,1,1,8,40,,20.0,,1,1,1,1,9,40,,20.0,,1,1,1,1,10,40,,0.0,1,,1,1,,,,,,
41,n4un2za7,f6IVo5,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:37:40.782620,1,,,140.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,41,,0.0,1,1,41,,0.0,1,1,1,41,,20.0,36c9b69c-2fc7-4816-aff3-50191b0fa2c0,3,1,1,1,1,41,,20.0,,3,1,1,1,2,41,,20.0,,3,1,1,1,3,41,,20.0,,3,1,1,1,4,41,,28.0,,3,2,1,1,5,41,,0.0,,3,1,2,1,6,41,,8.0,,3,2,2,1,7,41,,8.0,,3,2,2,1,8,41,,8.0,,3,2,2,1,9,41,,8.0,,3,2,2,1,10,41,,0.0,1,,1,1,,,,,,
42,p7eeakt4,W3gjTW,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:37:51.137198,1,,,200.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,42,,0.0,1,1,42,,0.0,1,1,1,42,,20.0,ee2877b1-76f3-4be5-b0ca-d7b781de2d91,3,1,1,1,1,42,,20.0,,3,1,1,1,2,42,,20.0,,3,1,1,1,3,42,,20.0,,3,1,1,1,4,42,,20.0,,3,1,1,1,5,42,,20.0,,3,1,1,1,6,42,,20.0,,3,1,1,1,7,42,,20.0,,3,1,1,1,8,42,,20.0,,3,1,1,1,9,42,,20.0,,3,1,1,1,10,42,,0.0,1,,1,1,,,,,,
43,x5eqn1hq,RWlFng,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:39:19.654527,1,,,164.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,43,,0.0,1,1,43,,0.0,1,1,1,43,,20.0,978eea33-1dbb-4d69-b7dd-eaeb1a68b068,1,1,1,1,1,43,,20.0,,1,1,1,1,2,43,,20.0,,1,1,1,1,3,43,,20.0,,1,1,1,1,4,43,,20.0,,1,1,1,1,5,43,,20.0,,1,1,1,1,6,43,,28.0,,1,2,1,1,7,43,,8.0,,1,2,2,1,8,43,,0.0,,1,1,2,1,9,43,,8.0,,1,2,2,1,10,43,,0.0,1,,1,1,,,,,,
44,r7ahf66g,0ejrx5,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:40:00.635040,1,,,208.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,44,,0.0,1,1,44,,0.0,1,1,1,44,,20.0,921dd110-1e6c-4ef3-b939-a86a6c468274,1,1,1,1,1,44,,20.0,,1,1,1,1,2,44,,20.0,,1,1,1,1,3,44,,20.0,,1,1,1,1,4,44,,20.0,,1,1,1,1,5,44,,20.0,,1,1,1,1,6,44,,20.0,,1,1,1,1,7,44,,20.0,,1,1,1,1,8,44,,20.0,,1,1,1,1,9,44,,28.0,,1,2,1,1,10,44,,0.0,1,,1,1,,,,,,
45,sd56ouj3,cB85YU,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:40:56.775568,1,,,180.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,45,,0.0,1,1,45,,0.0,1,1,1,45,,0.0,163a5a71-85aa-45ca-8850-476737a4db46,4,1,2,1,1,45,,20.0,,4,1,1,1,2,45,,20.0,,4,1,1,1,3,45,,20.0,,4,1,1,1,4,45,,20.0,,4,1,1,1,5,45,,20.0,,4,1,1,1,6,45,,20.0,,4,1,1,1,7,45,,20.0,,4,1,1,1,8,45,,20.0,,4,1,1,1,9,45,,20.0,,4,1,1,1,10,45,,0.0,1,,1,1,,,,,,
46,tym4nw8k,lcQEKa,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:41:49.573465,1,,,180.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,46,,0.0,1,1,46,,0.0,1,1,1,46,,28.0,3f8f01a1-d76f-4831-b177-16a5be6bcbbb,4,2,1,1,1,46,,8.0,,4,2,2,1,2,46,,28.0,,4,2,1,1,3,46,,8.0,,4,2,2,1,4,46,,28.0,,4,2,1,1,5,46,,8.0,,4,2,2,1,6,46,,28.0,,4,2,1,1,7,46,,8.0,,4,2,2,1,8,46,,28.0,,4,2,1,1,9,46,,8.0,,4,2,2,1,10,46,,0.0,1,,1,1,,,,,,
47,b5vqa655,GUDg7O,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:42:04.492679,1,,,208.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,47,,0.0,1,1,47,,0.0,1,1,1,47,,20.0,671701a3-7f1a-4ec6-9b1f-34d6f75db75c,4,1,1,1,1,47,,20.0,,4,1,1,1,2,47,,20.0,,4,1,1,1,3,47,,20.0,,4,1,1,1,4,47,,20.0,,4,1,1,1,5,47,,20.0,,4,1,1,1,6,47,,20.0,,4,1,1,1,7,47,,20.0,,4,1,1,1,8,47,,20.0,,4,1,1,1,9,47,,28.0,,4,2,1,1,10,47,,0.0,1,,1,1,,,,,,
48,mmr4qdwv,IQLEr8,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:46:43.076715,1,,,180.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,48,,0.0,1,1,48,,0.0,1,1,1,48,,28.0,9dde56c1-5241-40c9-958b-2e8512a657a1,3,2,1,1,1,48,,8.0,,3,2,2,1,2,48,,28.0,,3,2,1,1,3,48,,8.0,,3,2,2,1,4,48,,28.0,,3,2,1,1,5,48,,8.0,,3,2,2,1,6,48,,28.0,,3,2,1,1,7,48,,8.0,,3,2,2,1,8,48,,28.0,,3,2,1,1,9,48,,8.0,,3,2,2,1,10,48,,0.0,1,,1,1,,,,,,
49,mvjrja7f,AzY0rI,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:47:01.101295,1,,,120.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,49,,0.0,1,1,49,,0.0,1,1,1,49,,28.0,748331e7-39d9-4042-aeba-a22d1e17c0ff,4,2,1,1,1,49,,8.0,,4,2,2,1,2,49,,28.0,,4,2,1,1,3,49,,8.0,,4,2,2,1,4,49,,8.0,,4,2,2,1,5,49,,8.0,,4,2,2,1,6,49,,8.0,,4,2,2,1,7,49,,8.0,,4,2,2,1,8,49,,8.0,,4,2,2,1,9,49,,8.0,,4,2,2,1,10,49,,0.0,1,,1,1,,,,,,
50,wiz2sq4p,onx07V,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:47:17.650951,1,,,208.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,50,,0.0,1,1,50,,0.0,1,1,1,50,,20.0,02291ca5-da79-4b8c-87a7-9d00d4ca367e,3,1,1,1,1,50,,20.0,,3,1,1,1,2,50,,20.0,,3,1,1,1,3,50,,20.0,,3,1,1,1,4,50,,20.0,,3,1,1,1,5,50,,20.0,,3,1,1,1,6,50,,20.0,,3,1,1,1,7,50,,20.0,,3,1,1,1,8,50,,20.0,,3,1,1,1,9,50,,28.0,,3,2,1,1,10,50,,0.0,1,,1,1,,,,,,
51,gako8lni,t41zt6,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:47:51.052673,1,,,200.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,51,,0.0,1,1,51,,0.0,1,1,1,51,,20.0,4a1dddcc-98b1-4ee1-9872-88cef0b42aaf,3,1,1,1,1,51,,20.0,,3,1,1,1,2,51,,20.0,,3,1,1,1,3,51,,20.0,,3,1,1,1,4,51,,20.0,,3,1,1,1,5,51,,20.0,,3,1,1,1,6,51,,20.0,,3,1,1,1,7,51,,20.0,,3,1,1,1,8,51,,20.0,,3,1,1,1,9,51,,20.0,,3,1,1,1,10,51,,0.0,1,,1,1,,,,,,
52,4umr0c26,n3uOiZ,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:47:51.743275,1,,,148.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,52,,0.0,1,1,52,,0.0,1,1,1,52,,20.0,eee27be0-8c07-4be0-a91b-63e17202a12a,4,1,1,1,1,52,,20.0,,4,1,1,1,2,52,,20.0,,4,1,1,1,3,52,,28.0,,4,2,1,1,4,52,,0.0,,4,1,2,1,5,52,,8.0,,4,2,2,1,6,52,,28.0,,4,2,1,1,7,52,,8.0,,4,2,2,1,8,52,,8.0,,4,2,2,1,9,52,,8.0,,4,2,2,1,10,52,,0.0,1,,1,1,,,,,,
53,t52s17sb,Cm65la,0,44,45,clerpay_end,Auszahlung,2023-08-17 08:57:12.861827,1,,,84.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,53,,0.0,1,1,53,,0.0,1,1,1,53,,28.0,fe512f0e-6643-4298-91e0-ee4d7a4d6c22,4,2,1,1,1,53,,8.0,,4,2,2,1,2,53,,8.0,,4,2,2,1,3,53,,0.0,,4,1,2,1,4,53,,0.0,,4,1,2,1,5,53,,8.0,,4,2,2,1,6,53,,8.0,,4,2,2,1,7,53,,8.0,,4,2,2,1,8,53,,8.0,,4,2,2,1,9,53,,8.0,,4,2,2,1,10,53,,0.0,1,,1,1,,,,,,
54,y1n5biwl,R3df3S,0,44,45,clerpay_end,Auszahlung,2023-08-17 09:00:04.835388,1,,,144.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,54,,0.0,1,1,54,,0.0,1,1,1,54,,20.0,cda81f7b-a823-4f07-b579-0d6f943187a5,1,1,1,1,1,54,,20.0,,1,1,1,1,2,54,,20.0,,1,1,1,1,3,54,,20.0,,1,1,1,1,4,54,,20.0,,1,1,1,1,5,54,,28.0,,1,2,1,1,6,54,,8.0,,1,2,2,1,7,54,,0.0,,1,1,2,1,8,54,,0.0,,1,1,2,1,9,54,,8.0,,1,2,2,1,10,54,,0.0,1,,1,1,,,,,,
55,pu0bycvg,JwxWEy,0,44,45,clerpay_end,Auszahlung,2023-08-17 09:01:16.937841,1,,,148.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,55,,0.0,1,1,55,,0.0,1,1,1,55,,20.0,8a533940-ef79-49cf-aae5-334ecf0b086a,4,1,1,1,1,55,,20.0,,4,1,1,1,2,55,,20.0,,4,1,1,1,3,55,,8.0,,4,2,2,1,4,55,,0.0,,4,1,2,1,5,55,,8.0,,4,2,2,1,6,55,,28.0,,4,2,1,1,7,55,,8.0,,4,2,2,1,8,55,,28.0,,4,2,1,1,9,55,,8.0,,4,2,2,1,10,55,,0.0,1,,1,1,,,,,,
56,f3lydmur,SfvPgB,0,44,45,clerpay_end,Auszahlung,2023-08-17 09:02:01.551145,1,,,200.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,56,,0.0,1,1,56,,0.0,1,1,1,56,,20.0,0ec1975e-1041-42dc-8669-f08cd3d471ab,3,1,1,1,1,56,,20.0,,3,1,1,1,2,56,,20.0,,3,1,1,1,3,56,,20.0,,3,1,1,1,4,56,,20.0,,3,1,1,1,5,56,,20.0,,3,1,1,1,6,56,,20.0,,3,1,1,1,7,56,,20.0,,3,1,1,1,8,56,,20.0,,3,1,1,1,9,56,,20.0,,3,1,1,1,10,56,,0.0,1,,1,1,,,,,,
